UF;COD. UF;COD. MUNIC;MUNICIPIO;POPULAÇÃO ESTIMADA
MG;31;41504;Mendes Pimentel;6446
SP;35;29500;Mendonça;5638
PR;41;15853;Mercedes;5617
MG;31;41603;Mercês;10775
SP;35;29609;Meridiano;3813
CE;23;8203;Meruoca;15309
SP;35;29658;Mesópolis;1903
MG;31;41702;Mesquita;5489
RJ;33;2858;Mesquita;177016
AL;27;5200;Messias;18201
RN;24;7609;Messias Targino;4665
PI;22;6209;Miguel Alves;33901
BA;29;21203;Miguel Calmon;25771
PI;22;6308;Miguel Leão;1239
RJ;33;2908;Miguel Pereira;25622
SP;35;29708;Miguelópolis;22480
BA;29;21302;Milagres;10838
CE;23;8302;Milagres;27413
MA;21;6672;Milagres do Maranhão;8502
CE;23;8351;Milhã;13129
PI;22;6357;Milton Brandão;6603
GO;52;13053;Mimoso de Goiás;2575
ES;32;3403;Mimoso do Sul;26079
GO;52;13087;Minaçu;28518
AL;27;5309;Minador do Negrão;5315
RS;43;12252;Minas do Leão;8130
MG;31;41801;Minas Novas;31509
MG;31;41900;Minduri;3891
GO;52;13103;Mineiros;69477
SP;35;29807;Mineiros do Tietê;13023
RO;11;1203;Ministro Andreazza;9461
SP;35;30003;Mira Estrela;3125
MG;31;42007;Mirabela;13651
SP;35;29906;Miracatu;19511
RJ;33;3005;Miracema;27134
TO;17;13205;Miracema do Tocantins;17628
MA;21;6706;Mirador;21045
PR;41;15903;Mirador;2180
MG;31;42106;Miradouro;10818
RS;43;12302;Miraguaí;4899
MG;31;42205;Miraí;15205
CE;23;8377;Miraíma;13965
MS;50;5608;Miranda;28423
MA;21;6755;Miranda do Norte;29121
PE;26;9303;Mirandiba;15548
SP;35;30102;Mirandópolis;29844
BA;29;21401;Mirangaba;18603
TO;17;13304;Miranorte;13551
BA;29;21450;Mirante;8264
RO;11;1302;Mirante da Serra;10691
SP;35;30201;Mirante do Paranapanema;18415
PR;41;16000;Miraselva;1786
SP;35;30300;Mirassol;60768
MT;51;5622;Mirassol d'Oeste;28135
SP;35;30409;Mirassolândia;4966
MG;31;42254;Miravânia;4939
SC;42;10852;Mirim Doce;2257
MA;21;6805;Mirinzal;15059
PR;41;16059;Missal;10706
CE;23;8401;Missão Velha;35566
PA;15;4604;Mocajuba;31917
SP;35;30508;Mococa;69072
SC;42;10902;Modelo;4227
MG;31;42304;Moeda;4948
MG;31;42403;Moema;7589
PB;25;9404;Mogeiro;13238
SP;35;30607;Mogi das Cruzes;455587
SP;35;30706;Mogi Guaçu;154146
SP;35;30805;Mogi Mirim;94098
GO;52;13400;Moiporá;1471
SE;28;4102;Moita Bonita;11361
PA;15;4703;Moju;84251
PA;15;4752;Mojuí dos Campos;16282
CE;23;8500;Mombaça;43917
SP;35;30904;Mombuca;3523
MA;21;6904;Monção;33888
SP;35;31001;Monções;2274
SC;42;11009;Mondaí;12034
SP;35;31100;Mongaguá;58567
MG;31;42502;Monjolos;2184
PI;22;6407;Monsenhor Gil;10563
PI;22;6506;Monsenhor Hipólito;7785
MG;31;42601;Monsenhor Paulo;8764
CE;23;8609;Monsenhor Tabosa;17264
PB;25;9503;Montadas;5806
MG;31;42700;Montalvânia;14621
ES;32;3502;Montanha;18954
RN;24;7708;Montanhas;11166
RS;43;12351;Montauri;1430
PA;15;4802;Monte Alegre;58289
RN;24;7807;Monte Alegre;22698
GO;52;13509;Monte Alegre de Goiás;8759
MG;31;42809;Monte Alegre de Minas;21349
SE;28;4201;Monte Alegre de Sergipe;15315
PI;22;6605;Monte Alegre do Piauí;10618
SP;35;31209;Monte Alegre do Sul;8181
RS;43;12377;Monte Alegre dos Campos;3237
SP;35;31308;Monte Alto;51039
SP;35;31407;Monte Aprazível;25651
MG;31;42908;Monte Azul;20544
SP;35;31506;Monte Azul Paulista;18928
MG;31;43005;Monte Belo;13139
RS;43;12385;Monte Belo do Sul;2514
SC;42;11058;Monte Carlo;9945
MG;31;43104;Monte Carmelo;48049
SC;42;11108;Monte Castelo;8263
SP;35;31605;Monte Castelo;4166
RN;24;7906;Monte das Gameleiras;2063
TO;17;13601;Monte do Carmo;8182
MG;31;43153;Monte Formoso;4939
PB;25;9602;Monte Horebe;4867
SP;35;31803;Monte Mor;61707
RO;11;1401;Monte Negro;16158
BA;29;21500;Monte Santo;49145
MG;31;43203;Monte Santo de Minas;21504
TO;17;13700;Monte Santo do Tocantins;2311
MG;31;43401;Monte Sião;24247
PB;25;9701;Monteiro;33638
SP;35;31704;Monteiro Lobato;4739
AL;27;5408;Monteirópolis;7171
RS;43;12401;Montenegro;66157
MA;21;7001;Montes Altos;9064
MG;31;43302;Montes Claros;417478
GO;52;13707;Montes Claros de Goiás;8037
MG;31;43450;Montezuma;8379
GO;52;13756;Montividiu;13935
GO;52;13772;Montividiu do Norte;4538
CE;23;8708;Morada Nova;61590
MG;31;43500;Morada Nova de Minas;8955
CE;23;8807;Moraújo;8833
PE;26;14303;Moreilândia;11269
PR;41;16109;Moreira Sales;11966
PE;26;9402;Moreno;63792
RS;43;12427;Mormaço;3139
BA;29;21609;Morpará;8476
PR;41;16208;Morretes;16485
CE;23;8906;Morrinhos;22830
GO;52;13806;Morrinhos;46955
RS;43;12443;Morrinhos do Sul;2891
SP;35;31902;Morro Agudo;33598
GO;52;13855;Morro Agudo de Goiás;2217
PI;22;6654;Morro Cabeça no Tempo;4527
SC;42;11207;Morro da Fumaça;18095
MG;31;43609;Morro da Garça;2413
BA;29;21708;Morro do Chapéu;35466
PI;22;6670;Morro do Chapéu do Piauí;6825
MG;31;43708;Morro do Pilar;3126
SC;42;11256;Morro Grande;2884
RS;43;12450;Morro Redondo;6609
RS;43;12476;Morro Reuter;6570
MA;21;7100;Morros;19708
BA;29;21807;Mortugaba;12063
SP;35;32009;Morungaba;13936
GO;52;13905;Mossâmedes;4120
RN;24;8003;Mossoró;303792
RS;43;12500;Mostardas;12888
SP;35;32058;Motuca;4831
GO;52;14002;Mozarlândia;16077
PA;15;4901;Muaná;41454
RR;14;308;Mucajaí;18482
CE;23;9003;Mucambo;14561
BA;29;21906;Mucugê;8725
RS;43;12609;Muçum;4967
BA;29;22003;Mucuri;42729
ES;32;3601;Mucurici;5468
RS;43;12617;Muitos Capões;3184
RS;43;12625;Muliterno;1901
CE;23;9102;Mulungu;11056
PB;25;9800;Mulungu;9962
BA;29;22052;Mulungu do Morro;10469
BA;29;22102;Mundo Novo;27153
GO;52;14051;Mundo Novo;4540
MS;50;5681;Mundo Novo;18578
MG;31;43807;Munhoz;5960
PR;41;16307;Munhoz de Melo;4034
BA;29;22201;Muniz Ferreira;7464
ES;32;3700;Muniz Freire;17176
BA;29;22250;Muquém do São Francisco;11479
ES;32;3809;Muqui;15602
MG;31;43906;Muriaé;109997
SE;28;4300;Muribeca;7653
AL;27;5507;Murici;28428
PI;22;6696;Murici dos Portelas;9258
TO;17;13957;Muricilândia;3623
BA;29;22300;Muritiba;29420
SP;35;32108;Murutinga do Sul;4525
BA;29;22409;Mutuípe;22340
MG;31;44003;Mutum;26945
GO;52;14101;Mutunópolis;3749
MG;31;44102;Muzambinho;20522
MG;31;44201;Nacip Raydan;3221
SP;35;32157;Nantes;3215
MG;31;44300;Nanuque;40583
RS;43;12658;Não-Me-Toque;17886
MG;31;44359;Naque;7104
SP;35;32207;Narandiba;4950
RN;24;8102;Natal;896708
MG;31;44375;Natalândia;3306
MG;31;44409;Natércia;4727
RJ;33;3104;Natividade;15305
TO;17;14203;Natividade;9256
SP;35;32306;Natividade da Serra;6624
PB;25;9909;Natuba;10449
SC;42;11306;Navegantes;85734
MS;50;5707;Naviraí;56484
BA;29;22508;Nazaré;28661
TO;17;14302;Nazaré;3772
PE;26;9501;Nazaré da Mata;32673
PI;22;6704;Nazaré do Piauí;7307
SP;35;32405;Nazaré Paulista;18866
MG;31;44508;Nazareno;8710
PB;25;10006;Nazarezinho;7271
PI;22;6720;Nazária;8632
GO;52;14408;Nazário;9375
SE;28;4409;Neópolis;18688
MG;31;44607;Nepomuceno;26882
GO;52;14507;Nerópolis;30931
SP;35;32504;Neves Paulista;8917
AM;13;3007;Nhamundá;21710
SP;35;32603;Nhandeara;11575
RS;43;12674;Nicolau Vergueiro;1667
BA;29;22607;Nilo Peçanha;14156
RJ;33;3203;Nilópolis;162893
MA;21;7209;Nina Rodrigues;14826
MG;31;44656;Ninheira;10355
MS;50;5806;Nioaque;13794
SP;35;32702;Nipoã;5381
GO;52;14606;Niquelândia;47064
RN;24;8201;Nísia Floresta;28266
RJ;33;3302;Niterói;516981
MT;51;5903;Nobres;15332
RS;43;12708;Nonoai;11574
BA;29;22656;Nordestina;13197
RR;14;407;Normandia;11772
MT;51;6000;Nortelândia;5858
SE;28;4458;Nossa Senhora Aparecida;8822
SE;28;4508;Nossa Senhora da Glória;37715
SE;28;4607;Nossa Senhora das Dores;26957
PR;41;16406;Nossa Senhora das Graças;4009
SE;28;4706;Nossa Senhora de Lourdes;6509
PI;22;6753;Nossa Senhora de Nazaré;4911
MT;51;6109;Nossa Senhora do Livramento;13093
SE;28;4805;Nossa Senhora do Socorro;187733
PI;22;6803;Nossa Senhora dos Remédios;8751
SP;35;32801;Nova Aliança;7161
PR;41;16505;Nova Aliança do Ivaí;1560
RS;43;12757;Nova Alvorada;3698
MS;50;6002;Nova Alvorada do Sul;22967
GO;52;14705;Nova América;2362
PR;41;16604;Nova América da Colina;3424
MS;50;6200;Nova Andradina;56057
RS;43;12807;Nova Araçá;4890
GO;52;14804;Nova Aurora;2236
PR;41;16703;Nova Aurora;10131
MT;51;6158;Nova Bandeirantes;16052
RS;43;12906;Nova Bassano;10089
MG;31;44672;Nova Belém;3067
RS;43;12955;Nova Boa Vista;1731
MT;51;6208;Nova Brasilândia;3656
RO;11;148;Nova Brasilândia D'Oeste;20504
RS;43;13003;Nova Bréscia;3345
SP;35;32827;Nova Campina;9962
BA;29;22706;Nova Canaã;16482
MT;51;6216;Nova Canaã do Norte;12876
SP;35;32843;Nova Canaã Paulista;1824
RS;43;13011;Nova Candelária;2677
PR;41;16802;Nova Cantu;4827
SP;35;32868;Nova Castilho;1290
MA;21;7258;Nova Colinas;5469
GO;52;14838;Nova Crixás;13020
RN;24;8300;Nova Cruz;37554
MG;31;44706;Nova Era;17524
SC;42;11405;Nova Erechim;5163
PR;41;16901;Nova Esperança;28062
PA;15;4950;Nova Esperança do Piriá;21519
PR;41;16950;Nova Esperança do Sudoeste;5014
RS;43;13037;Nova Esperança do Sul;5465
SP;35;32900;Nova Europa;11519
BA;29;22730;Nova Fátima;7830
PR;41;17008;Nova Fátima;8120
PB;25;10105;Nova Floresta;10614
RJ;33;3401;Nova Friburgo;191664
GO;52;14861;Nova Glória;8063
SP;35;33007;Nova Granada;21871
MT;51;8808;Nova Guarita;4407
SP;35;33106;Nova Guataporanga;2333
RS;43;13060;Nova Hartz;22147
BA;29;22755;Nova Ibiá;6518
RJ;33;3500;Nova Iguaçu;825388
GO;52;14879;Nova Iguaçu de Goiás;2939
SP;35;33205;Nova Independência;4135
MA;21;7308;Nova Iorque;4682
PA;15;4976;Nova Ipixuna;17027
SC;42;11454;Nova Itaberaba;4327
BA;29;22805;Nova Itarana;8328
MT;51;6182;Nova Lacerda;6861
PR;41;17057;Nova Laranjeiras;11462
MG;31;44805;Nova Lima;97378
PR;41;17107;Nova Londrina;13188
SP;35;33304;Nova Luzitânia;4217
RO;11;338;Nova Mamoré;32184
MT;51;8857;Nova Marilândia;3332
MT;51;8907;Nova Maringá;9056
MG;31;44904;Nova Módica;3548
MT;51;8956;Nova Monte Verde;9375
MT;51;6224;Nova Mutum;48222
MT;51;6174;Nova Nazaré;4013
SP;35;33403;Nova Odessa;61716
MT;51;6232;Nova Olímpia;20820
PR;41;17206;Nova Olímpia;5846
CE;23;9201;Nova Olinda;15798
PB;25;10204;Nova Olinda;5892
TO;17;14880;Nova Olinda;12014
MA;21;7357;Nova Olinda do Maranhão;21228
AM;13;3106;Nova Olinda do Norte;38665
RS;43;13086;Nova Pádua;2563
RS;43;13102;Nova Palma;6519
PB;25;10303;Nova Palmeira;5011
RS;43;13201;Nova Petrópolis;21717
MG;31;45000;Nova Ponte;16046
MG;31;45059;Nova Porteirinha;7493
RS;43;13300;Nova Prata;28021
PR;41;17255;Nova Prata do Iguaçu;10540
RS;43;13334;Nova Ramada;2195
BA;29;22854;Nova Redenção;9126
MG;31;45109;Nova Resende;16937
GO;52;14903;Nova Roma;3208
RS;43;13359;Nova Roma do Sul;3743
TO;17;15002;Nova Rosalândia;4348
CE;23;9300;Nova Russas;32487
PR;41;17214;Nova Santa Bárbara;4304
MT;51;6190;Nova Santa Helena;3755
PI;22;7959;Nova Santa Rita;4392
RS;43;13375;Nova Santa Rita;30482
PR;41;17222;Nova Santa Rosa;8311
MG;31;45208;Nova Serrana;108241
BA;29;22904;Nova Soure;27047
PR;41;17271;Nova Tebas;5252
PA;15;5007;Nova Timboteua;15646
SC;42;11504;Nova Trento;15010
MT;51;6240;Nova Ubiratã;12492
MG;31;36603;Nova União;5739
RO;11;1435;Nova União;6822
ES;32;3908;Nova Venécia;50751
GO;52;15009;Nova Veneza;10193
SC;42;11603;Nova Veneza;15515
BA;29;23001;Nova Viçosa;44170
MT;51;6257;Nova Xavantina;21695
SP;35;33254;Novais;6057
TO;17;15101;Novo Acordo;4450
AM;13;3205;Novo Airão;20395
TO;17;15150;Novo Alegre;2332
AM;13;3304;Novo Aripuanã;26443
RS;43;13490;Novo Barreiro;4185
GO;52;15207;Novo Brasil;2775
RS;43;13391;Novo Cabrais;4246
MG;31;45307;Novo Cruzeiro;31339
GO;52;15231;Novo Gama;119649
RS;43;13409;Novo Hamburgo;247303
BA;29;23035;Novo Horizonte;12653
SC;42;11652;Novo Horizonte;2366
SP;35;33502;Novo Horizonte;41765
MT;51;6273;Novo Horizonte do Norte;4069
RO;11;502;Novo Horizonte do Oeste;8125
MS;50;6259;Novo Horizonte do Sul;3556
PR;41;17297;Novo Itacolomi;2836
TO;17;15259;Novo Jardim;2768
AL;27;5606;Novo Lino;12837
RS;43;13425;Novo Machado;3191
MT;51;6265;Novo Mundo;9545
CE;23;9409;Novo Oriente;28737
MG;31;45356;Novo Oriente de Minas;10800
PI;22;6902;Novo Oriente do Piauí;6548
GO;52;15256;Novo Planalto;4592
PA;15;5031;Novo Progresso;25769
PA;15;5064;Novo Repartimento;78488
MT;51;6315;Novo Santo Antônio;2769
PI;22;6951;Novo Santo Antônio;3014
MT;51;6281;Novo São Joaquim;4837
RS;43;13441;Novo Tiradentes;2189
BA;29;23050;Novo Triunfo;15445
RS;43;13466;Novo Xingu;1705
MG;31;45372;Novorizonte;5348
SP;35;33601;Nuporanga;7522
PA;15;5106;Óbidos;52473
CE;23;9458;Ocara;25958
SP;35;33700;Ocauçu;4294
PI;22;7009;Oeiras;37138
PA;15;5205;Oeiras do Pará;33182
AP;16;501;Oiapoque;28534
MG;31;45406;Olaria;1694
SP;35;33809;Óleo;2447
PB;25;10402;Olho d'Água;6399
MA;21;7407;Olho d'Água das Cunhãs;19616
AL;27;5705;Olho d'Água das Flores;21690
RN;24;8409;Olho d'Água do Borges;4231
AL;27;5804;Olho d'Água do Casado;9507
PI;22;7108;Olho D'Água do Piauí;2477
AL;27;5903;Olho d'Água Grande;5133
MG;31;45455;Olhos-d'Água;6243
SP;35;33908;Olímpia;55477
MG;31;45505;Olímpio Noronha;2829
PE;26;9600;Olinda;393734
MA;21;7456;Olinda Nova do Maranhão;14968
BA;29;23100;Olindina;28373
PB;25;10501;Olivedos;3989
MG;31;45604;Oliveira;41987
TO;17;15507;Oliveira de Fátima;1124
BA;29;23209;Oliveira dos Brejinhos;21797
MG;31;45703;Oliveira Fortes;2128
AL;27;6000;Olivença;11681
MG;31;45802;Onça de Pitangui;3155
SP;35;34005;Onda Verde;4462
MG;31;45851;Oratórios;4671
SP;35;34104;Oriente;6569
SP;35;34203;Orindiúva;7318
PA;15;5304;Oriximiná;74921
MG;31;45877;Orizânia;8138
GO;52;15306;Orizona;15834
SP;35;34302;Orlândia;44682
SC;42;11702;Orleans;23161
PE;26;9709;Orobó;23985
PE;26;9808;Orocó;15309
CE;23;9508;Orós;21342
PR;41;17305;Ortigueira;21783
SP;35;34401;Osasco;701428
SP;35;34500;Oscar Bressane;2603
RS;43;13508;Osório;46815
SP;35;34609;Osvaldo Cruz;33118
SC;42;11751;Otacílio Costa;19201
PA;15;5403;Ourém;18079
BA;29;23308;Ouriçangas;8575
PE;26;9907;Ouricuri;70466
PA;15;5437;Ourilândia do Norte;33831
SP;35;34708;Ourinhos;115139
PR;41;17404;Ourizona;3423
SC;42;11801;Ouro;7251
AL;27;6109;Ouro Branco;11573
MG;31;45901;Ouro Branco;40220
RN;24;8508;Ouro Branco;4813
MG;31;46008;Ouro Fino;33938
MG;31;46107;Ouro Preto;74824
RO;11;155;Ouro Preto do Oeste;35445
PB;25;10600;Ouro Velho;3052
SC;42;11850;Ouro Verde;2197
SP;35;34807;Ouro Verde;8676
GO;52;15405;Ouro Verde de Goiás;3679
MG;31;46206;Ouro Verde de Minas;5895
PR;41;17453;Ouro Verde do Oeste;6036
SP;35;34757;Ouroeste;10712
BA;29;23357;Ourolândia;17567
GO;52;15504;Ouvidor;6895
SP;35;34906;Pacaembu;14326
PA;15;5486;Pacajá;49110
CE;23;9607;Pacajus;74145
RR;14;456;Pacaraima;20108
CE;23;9706;Pacatuba;85647
SE;28;4904;Pacatuba;14650
MA;21;7506;Paço do Lumiar;125265
CE;23;9805;Pacoti;12313
CE;23;9904;Pacujá;6565
GO;52;15603;Padre Bernardo;35011
MG;31;46255;Padre Carvalho;6466
PI;22;7207;Padre Marcos;6879
MG;31;46305;Padre Paraíso;20346
PI;22;7306;Paes Landim;4124
MG;31;46552;Pai Pedro;6098
SC;42;11876;Paial;1444
PR;41;17503;Paiçandu;42251
RS;43;13607;Paim Filho;3731
MG;31;46404;Paineiras;4440
SC;42;11892;Painel;2352
MG;31;46503;Pains;8308
MG;31;46602;Paiva;1517
PI;22;7355;Pajeú do Piauí;3416
AL;27;6208;Palestina;5061
SP;35;35002;Palestina;13285
GO;52;15652;Palestina de Goiás;3470
PA;15;5494;Palestina do Pará;7575
CE;23;10001;Palhano;9458
SC;42;11900;Palhoça;178679
MG;31;46701;Palma;6606
SC;42;12007;Palma Sola;7321
CE;23;10100;Palmácia;13553
PE;26;10004;Palmares;63745
RS;43;13656;Palmares do Sul;11342
SP;35;35101;Palmares Paulista;13691
PR;41;17602;Palmas;52503
TO;17;21000;Palmas;313349
BA;29;23407;Palmas de Monte Alto;21840
PR;41;17701;Palmeira;34109
SC;42;12056;Palmeira;2673
RS;43;13706;Palmeira das Missões;32967
PI;22;7405;Palmeira do Piauí;5029
SP;35;35200;Palmeira d'Oeste;9173
AL;27;6307;Palmeira dos Índios;73452
PI;22;7504;Palmeirais;14633
MA;21;7605;Palmeirândia;19840
TO;17;15705;Palmeirante;6234
BA;29;23506;Palmeiras;9123
GO;52;15702;Palmeiras de Goiás;29915
TO;17;13809;Palmeiras do Tocantins;6830
PE;26;10103;Palmeirina;7509
TO;17;15754;Palmeirópolis;7694
GO;52;15801;Palmelo;2382
GO;52;15900;Palminópolis;3578
PR;41;17800;Palmital;12755
SP;35;35309;Palmital;22322
RS;43;13805;Palmitinho;7056
SC;42;12106;Palmitos;16144
MG;31;46750;Palmópolis;5196
PR;41;17909;Palotina;32389
GO;52;16007;Panamá;2590
RS;43;13904;Panambi;44583
ES;32;4005;Pancas;23426
PE;26;10202;Panelas;26438
SP;35;35408;Panorama;15944
RS;43;13953;Pantano Grande;8995
AL;27;6406;Pão de Açúcar;24307
MG;31;46909;Papagaios;15922
SC;42;12205;Papanduva;19521
PI;22;7553;Paquetá;3931
MG;31;47105;Pará de Minas;95616
RJ;33;3609;Paracambi;53093
MG;31;47006;Paracatu;94539
CE;23;10209;Paracuru;35526
PA;15;5502;Paragominas;115838
MG;31;47204;Paraguaçu;21693
SP;35;35507;Paraguaçu Paulista;46180
RS;43;14001;Paraí;7793
RJ;33;3708;Paraíba do Sul;44741
MA;21;7704;Paraibano;21571
SP;35;35606;Paraibuna;18302
CE;23;10258;Paraipaba;33232
SC;42;12239;Paraíso;3284
SP;35;35705;Paraíso;6536
MS;50;6275;Paraíso das Águas;5751
PR;41;18006;Paraíso do Norte;14211
RS;43;14027;Paraíso do Sul;7635
TO;17;16109;Paraíso do Tocantins;52521
MG;31;47303;Paraisópolis;21353
CE;23;10308;Parambu;31391
BA;29;23605;Paramirim;21777
CE;23;10407;Paramoti;12276
RN;24;8607;Paraná;4298
TO;17;16208;Paranã;10426
PR;41;18105;Paranacity;11685
PR;41;18204;Paranaguá;157378
MS;50;6309;Paranaíba;42401
GO;52;16304;Paranaiguara;10221
MT;51;6299;Paranaíta;11291
SP;35;35804;Paranapanema;20588
PR;41;18303;Paranapoema;3277
SP;35;35903;Paranapuã;4112
PE;26;10301;Paranatama;11608
MT;51;6307;Paranatinga;23250
PR;41;18402;Paranavaí;89454
MS;50;6358;Paranhos;14576
MG;31;47402;Paraopeba;24854
SP;35;36000;Parapuã;10934
PB;25;10659;Parari;1747
BA;29;23704;Paratinga;32274
RJ;33;3807;Paraty;44175
RN;24;8706;Paraú;3732
PA;15;5536;Parauapebas;218787
GO;52;16403;Paraúna;10988
RN;24;8805;Parazinho;5307
SP;35;36109;Pardinho;6579
RS;43;14035;Pareci Novo;3885
RO;11;1450;Parecis;6319
RN;24;8904;Parelhas;21611
AL;27;6422;Pariconha;10546
AM;13;3403;Parintins;116439
BA;29;23803;Paripiranga;29124
AL;27;6448;Paripueira;13484
SP;35;36208;Pariquera-Açu;19797
SP;35;36257;Parisi;2177
PI;22;7603;Parnaguá;10846
PI;22;7702;Parnaíba;153863
PE;26;10400;Parnamirim;22198
RN;24;3251;Parnamirim;272490
MA;21;7803;Parnarama;35108
RS;43;14050;Parobé;59419
RN;24;9100;Passa e Fica;13667
MG;31;47600;Passa Quatro;16439
RS;43;14068;Passa Sete;5790
MG;31;47709;Passa Tempo;8031
MG;31;47808;Passa Vinte;2024
MG;31;47501;Passabém;1619
PB;25;10709;Passagem;2453
RN;24;9209;Passagem;3114
MA;21;7902;Passagem Franca;19253
PI;22;7751;Passagem Franca do Piauí;4331
PE;26;10509;Passira;28856
AL;27;6505;Passo de Camaragibe;15270
SC;42;12254;Passo de Torres;9269
RS;43;14076;Passo do Sobrado;6612
RS;43;14100;Passo Fundo;206103
MG;31;47907;Passos;115970
SC;42;12270;Passos Maia;4072
MA;21;8009;Pastos Bons;19693
MG;31;47956;Patis;6031
PR;41;18451;Pato Bragado;5755
PR;41;18501;Pato Branco;84779
PB;25;10808;Patos;108766
MG;31;48004;Patos de Minas;154641
PI;22;7777;Patos do Piauí;6420
MG;31;48103;Patrocínio;92116
MG;31;48202;Patrocínio do Muriaé;5744
SP;35;36307;Patrocínio Paulista;14941
RN;24;9308;Patu;12861
RJ;33;3856;Paty do Alferes;27942
BA;29;23902;Pau Brasil;9550
PA;15;5551;Pau D'Arco;5339
TO;17;16307;Pau D'Arco;4885
PI;22;7793;Pau D'Arco do Piauí;4084
RN;24;9407;Pau dos Ferros;30802
PE;26;10608;Paudalho;57346
AM;13;3502;Pauini;19616
MG;31;48301;Paula Cândido;9597
PR;41;18600;Paula Freitas;5942
SP;35;36406;Paulicéia;7540
SP;35;36505;Paulínia;114508
MA;21;8058;Paulino Neves;16295
PB;25;10907;Paulista;12411
PE;26;10707;Paulista;336919
PI;22;7801;Paulistana;20583
SP;35;36570;Paulistânia;1835
MG;31;48400;Paulistas;4794
BA;29;24009;Paulo Afonso;119213
RS;43;14134;Paulo Bento;2303
SP;35;36604;Paulo de Faria;8973
PR;41;18709;Paulo Frontin;7418
AL;27;6604;Paulo Jacinto;7556
SC;42;12304;Paulo Lopes;7642
MA;21;8108;Paulo Ramos;21092
MG;31;48509;Pavão;8390
RS;43;14159;Paverama;8541
PI;22;7850;Pavussu;3662
BA;29;24058;Pé de Serra;13535
PR;41;18808;Peabiru;14017
MG;31;48608;Peçanha;17534
SP;35;36703;Pederneiras;47523
PE;26;10806;Pedra;22716
MG;31;48707;Pedra Azul;24333
SP;35;36802;Pedra Bela;6127
MG;31;48756;Pedra Bonita;7157
CE;23;10506;Pedra Branca;43359
PB;25;11004;Pedra Branca;3802
AP;16;154;Pedra Branca do Amapari;17625
MG;31;48806;Pedra do Anta;2960
MG;31;48905;Pedra do Indaiá;3977
MG;31;49002;Pedra Dourada;2559
RN;24;9506;Pedra Grande;3163
PB;25;11103;Pedra Lavrada;7954
SE;28;5000;Pedra Mole;3309
MT;51;6372;Pedra Preta;17547
RN;24;9605;Pedra Preta;2419
MG;31;49101;Pedralva;11098
SP;35;36901;Pedranópolis;2468
BA;29;24108;Pedrão;7438
RS;43;14175;Pedras Altas;1928
PB;25;11202;Pedras de Fogo;28607
MG;31;49150;Pedras de Maria da Cruz;12313
SC;42;12403;Pedras Grandes;3931
SP;35;37008;Pedregulho;16876
SP;35;37107;Pedreira;48992
MA;21;8207;Pedreiras;39153
SE;28;5109;Pedrinhas;9727
SP;35;37156;Pedrinhas Paulista;3109
MG;31;49200;Pedrinópolis;3651
TO;17;16505;Pedro Afonso;13964
BA;29;24207;Pedro Alexandre;16698
RN;24;9704;Pedro Avelino;6591
ES;32;4054;Pedro Canário;26575
SP;35;37206;Pedro de Toledo;11507
MA;21;8256;Pedro do Rosário;25560
MS;50;6408;Pedro Gomes;7568
PI;22;7900;Pedro II;38812
PI;22;7934;Pedro Laurentino;2551
MG;31;49309;Pedro Leopoldo;65149
RS;43;14209;Pedro Osório;7683
PB;25;12721;Pedro Régis;6139
MG;31;49408;Pedro Teixeira;1804
RN;24;9803;Pedro Velho;14881
TO;17;16604;Peixe;11996
PA;15;5601;Peixe-Boi;8084
MT;51;6422;Peixoto de Azevedo;35695
RS;43;14308;Pejuçara;3840
RS;43;14407;Pelotas;343826
CE;23;10605;Penaforte;9207
MA;21;8306;Penalva;38987
SP;35;37305;Penápolis;64098
RN;24;9902;Pendências;15411
AL;27;6703;Penedo;64005
SC;42;12502;Penha;34022
CE;23;10704;Pentecoste;38045
MG;31;49507;Pequeri;3340
MG;31;49606;Pequi;4457
TO;17;16653;Pequizeiro;5546
MG;31;49705;Perdigão;11994
MG;31;49804;Perdizes;16469
MG;31;49903;Perdões;21577
SP;35;37404;Pereira Barreto;25685
SP;35;37503;Pereiras;8875
CE;23;10803;Pereiro;16356
MA;21;8405;Peri Mirim;14371
MG;31;49952;Periquito;6738
SC;42;12601;Peritiba;2733
MA;21;8454;Peritoró;23530
PR;41;18857;Perobal;6194
PR;41;18907;Pérola;11406
PR;41;19004;Pérola d'Oeste;6232
GO;52;16452;Perolândia;3156
SP;35;37602;Peruíbe;69697
MG;31;50000;Pescador;4261
SC;42;12650;Pescaria Brava;10225
PE;26;10905;Pesqueira;68067
PE;26;11002;Petrolândia;37246
SC;42;12700;Petrolândia;5873
PE;26;11101;Petrolina;359372
GO;52;16809;Petrolina de Goiás;10240
RJ;33;3906;Petrópolis;307144
AL;27;6802;Piaçabuçu;17868
SP;35;37701;Piacatu;6093
PB;25;11301;Piancó;16147
BA;29;24306;Piatã;16854
MG;31;50109;Piau;2719
RS;43;14423;Picada Café;5780
PA;15;5635;Piçarra;12976
PI;22;8007;Picos;78627
PB;25;11400;Picuí;18737
SP;35;37800;Piedade;55731
MG;31;50158;Piedade de Caratinga;8832
MG;31;50208;Piedade de Ponte Nova;4141
MG;31;50307;Piedade do Rio Grande;4436
MG;31;50406;Piedade dos Gerais;5034
PR;41;19103;Piên;13015
BA;29;24405;Pilão Arcado;35295
AL;27;6901;Pilar;35310
PB;25;11509;Pilar;12036
